"ID_LouwNida","Dominio_Principal","Exemplo_Grego","Glossario_EN","Glossario_PT_BR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.15","Nomes","Θαδδαῖος","Thaddaeus","Tadeu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.151","Nomes","Θαμάρ","Tamar","Tamar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.152","Nomes","Θάρα","Terah","Tera","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.153","Nomes","Θεόφιλος","Theophilus","Teófilo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.154","Nomes","Θευδᾶς","Theudas","Teudas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.155","Nomes","Θωμᾶς","Thomas","Tomé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.156","Nomes","Ἰάϊρος","Jairus","Jairo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.157a","Nomes","Ἰακώβ","Jacob","Jacó","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.157b","Nomes","Ἰακώβ","Jacob","Jacó","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.158a","Nomes","Ἰάκωβος","James","Tiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.158b","Nomes","Ἰάκωβος","James","Tiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.158c","Nomes","Ἰάκωβος","James","Tiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.158d","Nomes","Ἰάκωβος","James","Tiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.158e","Nomes","Ἰάκωβος","James","Tiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.158f","Nomes","Ἰάκωβος","James","Tiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.159","Nomes","Ἰαμβρῆς","Jambres","Jambres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.16","Nomes","Ἰανναί","Jannai","Janaí","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.161","Nomes","Ἰάννης","Jannes","Janes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.162","Nomes","Ἰάρετ","Jared","Jarede","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.163a","Nomes","Ἰάσων","Jason","Jasom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.163b","Nomes","Ἰάσων","Jason","Jasom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.164","Nomes","Ἰεζάβελ","Jezebel","Jezabel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.165","Nomes","Ἰερεμίας","Jeremiah","Jeremias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.166","Nomes","Ἰεσσαί","Jesse","Jessé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.167","Nomes","Ἰεφθάε","Jephthah","Jefté","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.168","Nomes","Ἰεχονίας","Jechoniah","Jeconias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.169a","Nomes","Ἰησοῦς","Jesus","Jesus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.169b","Nomes","Ἰησοῦς","Jesus","Jesus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.169c","Nomes","Ἰησοῦς","Joshua","Josué","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.169d","Nomes","Ἰησοῦς","Jesus, Joshua","Jesus, Josué","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.169e","Nomes","Ἰησοῦς","Joshua","Josué","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.17","Nomes","Ἰουδαῖος","a Jewess","uma judia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.171","Nomes","Ἰουδαϊκῶς","Jewish","judaico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.172","Nomes","Ἰουδαῖος","a Jew","um judeu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.173a","Nomes","Ἰούδας","Judas","Judas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.173b","Nomes","Ἰούδας","Judas","Judas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.173c","Nomes","Ἰούδας","Judas","Judas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.173d","Nomes","Ἰούδας","Judas","Judas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.173e","Nomes","Ἰούδας","Judas","Judas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.173f","Nomes","Ἰούδας","Judas","Judas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.173g","Nomes","Ἰούδας","Judah","Judá","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.173h","Nomes","Ἰούδας","Judah","Judá","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.174","Nomes","Ἰούδας","Judah","Judá","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.175","Nomes","Ἰουλία","Julia","Júlia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.176","Nomes","Ἰούλιος","Julius","Júlio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.177","Nomes","Ἰουνία","Junia","Júnia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.178","Nomes","Ἰουνιᾶς","Junias","Júnias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.179a","Nomes","Ἰοῦστος","Justus","Justo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.179b","Nomes","Ἰοῦστος","Justus","Justo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.179c","Nomes","Ἰοῦστος","Justus","Justo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.18","Nomes","Ἰσαάκ","Isaac","Isaque","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.181","Nomes","Ἰσκαριώθ","Iscariot","Iscariotes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.182a","Nomes","Ἰσραήλ","Israel","Israel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.182b","Nomes","Ἰσραήλ","Israel","Israel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.182c","Nomes","Ἰσραήλ","Israel","Israel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93.183","Nomes","Ἰσραηλίτης","Israelite","Israelita","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
